No,date,day of week,Lottery_result
3367,2012/5/7,Monday,701
3368,2012/5/8,Tuesday,685
3369,2012/5/9,Wednesday,214
3370,2012/5/10,Thursday,535
3371,2012/5/11,Friday,439
3372,2012/5/14,Monday,301
3373,2012/5/15,Tuesday,709
3374,2012/5/16,Wednesday,286
3375,2012/5/17,Thursday,885
3376,2012/5/18,Friday,156
3377,2012/5/21,Monday,828
3378,2012/5/22,Tuesday,768
3379,2012/5/23,Wednesday,73
3380,2012/5/24,Thursday,547
3381,2012/5/25,Friday,262
3382,2012/5/28,Monday,320
3383,2012/5/29,Tuesday,538
3384,2012/5/30,Wednesday,38
3385,2012/5/31,Thursday,975
3386,2012/6/1,Friday,729
3387,2012/6/4,Monday,221
3388,2012/6/5,Tuesday,819
3389,2012/6/6,Wednesday,917
3390,2012/6/7,Thursday,197
3391,2012/6/8,Friday,696
3392,2012/6/11,Monday,600
3393,2012/6/12,Tuesday,98
3394,2012/6/13,Wednesday,194
3395,2012/6/14,Thursday,495
3396,2012/6/15,Friday,51
3397,2012/6/18,Monday,826
3398,2012/6/19,Tuesday,137
3399,2012/6/20,Wednesday,486
3400,2012/6/21,Thursday,714
3401,2012/6/22,Friday,811
3402,2012/6/25,Monday,523
3403,2012/6/26,Tuesday,357
3404,2012/6/27,Wednesday,884
3405,2012/6/28,Thursday,819
3406,2012/6/29,Friday,410
3407,2012/7/2,Monday,835
3408,2012/7/3,Tuesday,77
3409,2012/7/4,Wednesday,851
3410,2012/7/5,Thursday,550
3411,2012/7/6,Friday,148
3412,2012/7/9,Monday,92
3413,2012/7/10,Tuesday,738
3414,2012/7/11,Wednesday,34
3415,2012/7/12,Thursday,612
3416,2012/7/13,Friday,680
3417,2012/7/16,Monday,47
3418,2012/7/17,Tuesday,544
3419,2012/7/18,Wednesday,825
3420,2012/7/19,Thursday,377
3421,2012/7/20,Friday,515
3422,2012/7/23,Monday,615
3423,2012/7/24,Tuesday,59
3424,2012/7/25,Wednesday,899
3425,2012/7/26,Thursday,506
3426,2012/7/27,Friday,726
3427,2012/7/30,Monday,486
3428,2012/7/31,Tuesday,916
3429,2012/8/1,Wednesday,568
3430,2012/8/2,Thursday,261
3431,2012/8/3,Friday,360
3432,2012/8/6,Monday,55
3433,2012/8/7,Tuesday,788
3434,2012/8/8,Wednesday,121
3435,2012/8/9,Thursday,343
3436,2012/8/10,Friday,90
3437,2012/8/13,Monday,302
3438,2012/8/14,Tuesday,333
3439,2012/8/15,Wednesday,430
3440,2012/8/16,Thursday,979
3441,2012/8/17,Friday,911
3442,2012/8/20,Monday,689
3443,2012/8/21,Tuesday,656
3444,2012/8/22,Wednesday,810
3445,2012/8/23,Thursday,514
3446,2012/8/24,Friday,537
3447,2012/8/27,Monday,99
3448,2012/8/28,Tuesday,282
3449,2012/8/29,Wednesday,887
3450,2012/8/30,Thursday,526
3451,2012/8/31,Friday,310
3452,2012/9/3,Monday,458
3453,2012/9/4,Tuesday,357
3454,2012/9/5,Wednesday,748
3455,2012/9/6,Thursday,988
3456,2012/9/7,Friday,926
3457,2012/9/10,Monday,351
3458,2012/9/11,Tuesday,185
3459,2012/9/12,Wednesday,441
3460,2012/9/13,Thursday,124
3461,2012/9/14,Friday,445
3462,2012/9/17,Monday,784
3463,2012/9/18,Tuesday,731
3464,2012/9/19,Wednesday,728
3465,2012/9/20,Thursday,49
3466,2012/9/21,Friday,59
3467,2012/9/24,Monday,715
3468,2012/9/25,Tuesday,100
3469,2012/9/26,Wednesday,466
3470,2012/9/27,Thursday,660
3471,2012/9/28,Friday,928
3472,2012/10/1,Monday,274
3473,2012/10/2,Tuesday,298
3474,2012/10/3,Wednesday,498
3475,2012/10/4,Thursday,116
3476,2012/10/5,Friday,851
3477,2012/10/8,Monday,782
3478,2012/10/9,Tuesday,144
3479,2012/10/10,Wednesday,42
3480,2012/10/11,Thursday,612
3481,2012/10/12,Friday,472
3482,2012/10/15,Monday,63
3483,2012/10/16,Tuesday,236
3484,2012/10/17,Wednesday,33
3485,2012/10/18,Thursday,662
3486,2012/10/19,Friday,320
3487,2012/10/22,Monday,714
3488,2012/10/23,Tuesday,240
3489,2012/10/24,Wednesday,341
3490,2012/10/25,Thursday,837
3491,2012/10/26,Friday,697
3492,2012/10/29,Monday,480
3493,2012/10/30,Tuesday,804
3494,2012/10/31,Wednesday,264
3495,2012/11/1,Thursday,778
3496,2012/11/2,Friday,561
3497,2012/11/5,Monday,620
3498,2012/11/6,Tuesday,44
3499,2012/11/7,Wednesday,85
3500,2012/11/8,Thursday,966
3501,2012/11/9,Friday,666
3502,2012/11/12,Monday,781
3503,2012/11/13,Tuesday,19
3504,2012/11/14,Wednesday,605
3505,2012/11/15,Thursday,495
3506,2012/11/16,Friday,464
3507,2012/11/19,Monday,713
3508,2012/11/20,Tuesday,776
3509,2012/11/21,Wednesday,872
3510,2012/11/22,Thursday,307
3511,2012/11/23,Friday,369
3512,2012/11/26,Monday,204
3513,2012/11/27,Tuesday,660
3514,2012/11/28,Wednesday,195
3515,2012/11/29,Thursday,950
3516,2012/11/30,Friday,943
3517,2012/12/3,Monday,217
3518,2012/12/4,Tuesday,798
3519,2012/12/5,Wednesday,793
3520,2012/12/6,Thursday,931
3521,2012/12/7,Friday,167
3522,2012/12/10,Monday,540
3523,2012/12/11,Tuesday,776
3524,2012/12/12,Wednesday,249
3525,2012/12/13,Thursday,374
3526,2012/12/14,Friday,282
3527,2012/12/17,Monday,141
3528,2012/12/18,Tuesday,199
3529,2012/12/19,Wednesday,36
3530,2012/12/20,Thursday,619
3531,2012/12/21,Friday,273
3532,2012/12/24,Monday,579
3533,2012/12/25,Tuesday,296
3534,2012/12/26,Wednesday,426
3535,2012/12/27,Thursday,836
3536,2012/12/28,Friday,889
3537,2013/1/4,Friday,609
3538,2013/1/7,Monday,778
3539,2013/1/8,Tuesday,877
3540,2013/1/9,Wednesday,239
3541,2013/1/10,Thursday,240
3542,2013/1/11,Friday,44
3543,2013/1/14,Monday,238
3544,2013/1/15,Tuesday,447
3545,2013/1/16,Wednesday,663
3546,2013/1/17,Thursday,433
3547,2013/1/18,Friday,228
3548,2013/1/21,Monday,871
3549,2013/1/22,Tuesday,68
3550,2013/1/23,Wednesday,352
3551,2013/1/24,Thursday,794
3552,2013/1/25,Friday,272
3553,2013/1/28,Monday,481
3554,2013/1/29,Tuesday,533
3555,2013/1/30,Wednesday,15
3556,2013/1/31,Thursday,158
3557,2013/2/1,Friday,844
3558,2013/2/4,Monday,258
3559,2013/2/5,Tuesday,300
3560,2013/2/6,Wednesday,68
3561,2013/2/7,Thursday,252
3562,2013/2/8,Friday,199
3563,2013/2/11,Monday,481
3564,2013/2/12,Tuesday,731
3565,2013/2/13,Wednesday,381
3566,2013/2/14,Thursday,507
3567,2013/2/15,Friday,574
3568,2013/2/18,Monday,972
3569,2013/2/19,Tuesday,139
3570,2013/2/20,Wednesday,230
3571,2013/2/21,Thursday,396
3572,2013/2/22,Friday,728
3573,2013/2/25,Monday,751
3574,2013/2/26,Tuesday,199
3575,2013/2/27,Wednesday,181
3576,2013/2/28,Thursday,717
3577,2013/3/1,Friday,837
3578,2013/3/4,Monday,723
3579,2013/3/5,Tuesday,797
3580,2013/3/6,Wednesday,473
3581,2013/3/7,Thursday,158
3582,2013/3/8,Friday,168
3583,2013/3/11,Monday,898
3584,2013/3/12,Tuesday,986
3585,2013/3/13,Wednesday,980
3586,2013/3/14,Thursday,528
3587,2013/3/15,Friday,888
3588,2013/3/18,Monday,369
3589,2013/3/19,Tuesday,349
3590,2013/3/20,Wednesday,333
3591,2013/3/21,Thursday,735
3592,2013/3/22,Friday,448
3593,2013/3/25,Monday,291
3594,2013/3/26,Tuesday,782
3595,2013/3/27,Wednesday,538
3596,2013/3/28,Thursday,510
3597,2013/3/29,Friday,259
3598,2013/4/1,Monday,44
3599,2013/4/2,Tuesday,344
3600,2013/4/3,Wednesday,893
3601,2013/4/4,Thursday,422
3602,2013/4/5,Friday,318
3603,2013/4/8,Monday,233
3604,2013/4/9,Tuesday,582
3605,2013/4/10,Wednesday,45
3606,2013/4/11,Thursday,102
3607,2013/4/12,Friday,318
3608,2013/4/15,Monday,760
3609,2013/4/16,Tuesday,210
3610,2013/4/17,Wednesday,114
3611,2013/4/18,Thursday,44
3612,2013/4/19,Friday,3
3613,2013/4/22,Monday,947
3614,2013/4/23,Tuesday,715
3615,2013/4/24,Wednesday,722
3616,2013/4/25,Thursday,294
3617,2013/4/26,Friday,921
3618,2013/4/29,Monday,693
3619,2013/4/30,Tuesday,706
3620,2013/5/1,Wednesday,104
3621,2013/5/2,Thursday,832
3622,2013/5/3,Friday,714
3623,2013/5/6,Monday,160
3624,2013/5/7,Tuesday,570
3625,2013/5/8,Wednesday,407
3626,2013/5/9,Thursday,314
3627,2013/5/10,Friday,34
3628,2013/5/13,Monday,488
3629,2013/5/14,Tuesday,164
3630,2013/5/15,Wednesday,531
3631,2013/5/16,Thursday,318
3632,2013/5/17,Friday,165
3633,2013/5/20,Monday,963
3634,2013/5/21,Tuesday,444
3635,2013/5/22,Wednesday,244
3636,2013/5/23,Thursday,899
3637,2013/5/24,Friday,456
3638,2013/5/27,Monday,345
3639,2013/5/28,Tuesday,819
3640,2013/5/29,Wednesday,980
3641,2013/5/30,Thursday,41
3642,2013/5/31,Friday,953
3643,2013/6/3,Monday,723
3644,2013/6/4,Tuesday,611
3645,2013/6/5,Wednesday,143
3646,2013/6/6,Thursday,292
3647,2013/6/7,Friday,4
3648,2013/6/10,Monday,497
3649,2013/6/11,Tuesday,137
3650,2013/6/12,Wednesday,378
3651,2013/6/13,Thursday,165
3652,2013/6/14,Friday,477
3653,2013/6/17,Monday,883
3654,2013/6/18,Tuesday,481
3655,2013/6/19,Wednesday,238
3656,2013/6/20,Thursday,31
3657,2013/6/21,Friday,527
3658,2013/6/24,Monday,68
3659,2013/6/25,Tuesday,32
3660,2013/6/26,Wednesday,314
3661,2013/6/27,Thursday,725
3662,2013/6/28,Friday,848
3663,2013/7/1,Monday,790
3664,2013/7/2,Tuesday,307
3665,2013/7/3,Wednesday,587
3666,2013/7/4,Thursday,812
3667,2013/7/5,Friday,676
3668,2013/7/8,Monday,551
3669,2013/7/9,Tuesday,82
3670,2013/7/10,Wednesday,343
3671,2013/7/11,Thursday,820
3672,2013/7/12,Friday,456
3673,2013/7/15,Monday,940
3674,2013/7/16,Tuesday,950
3675,2013/7/17,Wednesday,44
3676,2013/7/18,Thursday,195
3677,2013/7/19,Friday,235
3678,2013/7/22,Monday,342
3679,2013/7/23,Tuesday,293
3680,2013/7/24,Wednesday,346
3681,2013/7/25,Thursday,740
3682,2013/7/26,Friday,501
3683,2013/7/29,Monday,333
3684,2013/7/30,Tuesday,254
3685,2013/7/31,Wednesday,757
3686,2013/8/1,Thursday,811
3687,2013/8/2,Friday,914
3688,2013/8/5,Monday,257
3689,2013/8/6,Tuesday,497
3690,2013/8/7,Wednesday,17
3691,2013/8/8,Thursday,283
3692,2013/8/9,Friday,917
3693,2013/8/12,Monday,234
3694,2013/8/13,Tuesday,78
3695,2013/8/14,Wednesday,155
3696,2013/8/15,Thursday,801
3697,2013/8/16,Friday,900
3698,2013/8/19,Monday,155
3699,2013/8/20,Tuesday,317
3700,2013/8/21,Wednesday,710
3701,2013/8/22,Thursday,850
3702,2013/8/23,Friday,294
3703,2013/8/26,Monday,893
3704,2013/8/27,Tuesday,682
3705,2013/8/28,Wednesday,793
3706,2013/8/29,Thursday,351
3707,2013/8/30,Friday,311
3708,2013/9/2,Monday,501
3709,2013/9/3,Tuesday,204
3710,2013/9/4,Wednesday,975
3711,2013/9/5,Thursday,536
3712,2013/9/6,Friday,791
3713,2013/9/9,Monday,547
3714,2013/9/10,Tuesday,300
3715,2013/9/11,Wednesday,192
3716,2013/9/12,Thursday,537
3717,2013/9/13,Friday,511
3718,2013/9/16,Monday,137
3719,2013/9/17,Tuesday,760
3720,2013/9/18,Wednesday,595
3721,2013/9/19,Thursday,789
3722,2013/9/20,Friday,39
3723,2013/9/23,Monday,389
3724,2013/9/24,Tuesday,613
3725,2013/9/25,Wednesday,825
3726,2013/9/26,Thursday,236
3727,2013/9/27,Friday,895
3728,2013/9/30,Monday,817
3729,2013/10/1,Tuesday,113
3730,2013/10/2,Wednesday,21
3731,2013/10/3,Thursday,996
3732,2013/10/4,Friday,865
3733,2013/10/7,Monday,694
3734,2013/10/8,Tuesday,708
3735,2013/10/9,Wednesday,451
3736,2013/10/10,Thursday,110
3737,2013/10/11,Friday,484
3738,2013/10/14,Monday,572
3739,2013/10/15,Tuesday,355
3740,2013/10/16,Wednesday,249
3741,2013/10/17,Thursday,896
3742,2013/10/18,Friday,139
3743,2013/10/21,Monday,77
3744,2013/10/22,Tuesday,503
3745,2013/10/23,Wednesday,907
3746,2013/10/24,Thursday,306
3747,2013/10/25,Friday,693
3748,2013/10/28,Monday,454
3749,2013/10/29,Tuesday,140
3750,2013/10/30,Wednesday,348
3751,2013/10/31,Thursday,52
3752,2013/11/1,Friday,535
3753,2013/11/4,Monday,952
3754,2013/11/5,Tuesday,650
3755,2013/11/6,Wednesday,524
3756,2013/11/7,Thursday,694
3757,2013/11/8,Friday,380
3758,2013/11/11,Monday,885
3759,2013/11/12,Tuesday,470
3760,2013/11/13,Wednesday,910
3761,2013/11/14,Thursday,14
3762,2013/11/15,Friday,638
3763,2013/11/18,Monday,439
3764,2013/11/19,Tuesday,484
3765,2013/11/20,Wednesday,721
3766,2013/11/21,Thursday,922
3767,2013/11/22,Friday,983
3768,2013/11/25,Monday,81
3769,2013/11/26,Tuesday,975
3770,2013/11/27,Wednesday,724
3771,2013/11/28,Thursday,244
3772,2013/11/29,Friday,842
3773,2013/12/2,Monday,421
3774,2013/12/3,Tuesday,752
3775,2013/12/4,Wednesday,928
3776,2013/12/5,Thursday,674
3777,2013/12/6,Friday,443
3778,2013/12/9,Monday,542
3779,2013/12/10,Tuesday,23
3780,2013/12/11,Wednesday,622
3781,2013/12/12,Thursday,372
3782,2013/12/13,Friday,186
3783,2013/12/16,Monday,515
3784,2013/12/17,Tuesday,576
3785,2013/12/18,Wednesday,107
3786,2013/12/19,Thursday,540
3787,2013/12/20,Friday,879
3788,2013/12/23,Monday,997
3789,2013/12/24,Tuesday,456
3790,2013/12/25,Wednesday,271
3791,2013/12/26,Thursday,672
3792,2013/12/27,Friday,127
3793,2013/12/30,Monday,549
3794,2014/1/6,Monday,98
3795,2014/1/7,Tuesday,578
3796,2014/1/8,Wednesday,721
3797,2014/1/9,Thursday,613
3798,2014/1/10,Friday,5
3799,2014/1/13,Monday,136
3800,2014/1/14,Tuesday,560
3801,2014/1/15,Wednesday,506
3802,2014/1/16,Thursday,641
3803,2014/1/17,Friday,720
3804,2014/1/20,Monday,921
3805,2014/1/21,Tuesday,119
3806,2014/1/22,Wednesday,154
3807,2014/1/23,Thursday,314
3808,2014/1/24,Friday,311
3809,2014/1/27,Monday,138
3810,2014/1/28,Tuesday,369
3811,2014/1/29,Wednesday,70
3812,2014/1/30,Thursday,327
3813,2014/1/31,Friday,729
3814,2014/2/3,Monday,44
3815,2014/2/4,Tuesday,861
3816,2014/2/5,Wednesday,200
3817,2014/2/6,Thursday,95
3818,2014/2/7,Friday,264
3819,2014/2/10,Monday,423
3820,2014/2/11,Tuesday,343
3821,2014/2/12,Wednesday,951
3822,2014/2/13,Thursday,805
3823,2014/2/14,Friday,709
3824,2014/2/17,Monday,271
3825,2014/2/18,Tuesday,687
3826,2014/2/19,Wednesday,722
3827,2014/2/20,Thursday,99
3828,2014/2/21,Friday,172
3829,2014/2/24,Monday,287
3830,2014/2/25,Tuesday,61
3831,2014/2/26,Wednesday,272
3832,2014/2/27,Thursday,171
3833,2014/2/28,Friday,101
3834,2014/3/3,Monday,992
3835,2014/3/4,Tuesday,834
3836,2014/3/5,Wednesday,624
3837,2014/3/6,Thursday,87
3838,2014/3/7,Friday,169
3839,2014/3/10,Monday,975
3840,2014/3/11,Tuesday,661
3841,2014/3/12,Wednesday,558
3842,2014/3/13,Thursday,619
3843,2014/3/14,Friday,784
3844,2014/3/17,Monday,198
3845,2014/3/18,Tuesday,729
3846,2014/3/19,Wednesday,45
3847,2014/3/20,Thursday,608
3848,2014/3/21,Friday,787
3849,2014/3/24,Monday,263
3850,2014/3/25,Tuesday,636
3851,2014/3/26,Wednesday,710
3852,2014/3/27,Thursday,841
3853,2014/3/28,Friday,643
3854,2014/3/31,Monday,98
3855,2014/4/1,Tuesday,108
3856,2014/4/2,Wednesday,606
3857,2014/4/3,Thursday,858
3858,2014/4/4,Friday,740
3859,2014/4/7,Monday,942
3860,2014/4/8,Tuesday,701
3861,2014/4/9,Wednesday,295
3862,2014/4/10,Thursday,808
3863,2014/4/11,Friday,135
3864,2014/4/14,Monday,123
3865,2014/4/15,Tuesday,160
3866,2014/4/16,Wednesday,637
3867,2014/4/17,Thursday,493
3868,2014/4/18,Friday,725
3869,2014/4/21,Monday,17
3870,2014/4/22,Tuesday,290
3871,2014/4/23,Wednesday,951
3872,2014/4/24,Thursday,809
3873,2014/4/25,Friday,589
3874,2014/4/28,Monday,442
3875,2014/4/29,Tuesday,199
3876,2014/4/30,Wednesday,495
3877,2014/5/1,Thursday,808
3878,2014/5/2,Friday,336
3879,2014/5/5,Monday,994
3880,2014/5/6,Tuesday,806
3881,2014/5/7,Wednesday,297
3882,2014/5/8,Thursday,353
3883,2014/5/9,Friday,154
3884,2014/5/12,Monday,367
3885,2014/5/13,Tuesday,934
3886,2014/5/14,Wednesday,463
3887,2014/5/15,Thursday,153
3888,2014/5/16,Friday,65
3889,2014/5/19,Monday,836
3890,2014/5/20,Tuesday,281
3891,2014/5/21,Wednesday,746
3892,2014/5/22,Thursday,433
3893,2014/5/23,Friday,34
3894,2014/5/26,Monday,86
3895,2014/5/27,Tuesday,845
3896,2014/5/28,Wednesday,474
3897,2014/5/29,Thursday,761
3898,2014/5/30,Friday,839
3899,2014/6/2,Monday,468
3900,2014/6/3,Tuesday,327
3901,2014/6/4,Wednesday,769
3902,2014/6/5,Thursday,790
3903,2014/6/6,Friday,928
3904,2014/6/9,Monday,620
3905,2014/6/10,Tuesday,431
3906,2014/6/11,Wednesday,334
3907,2014/6/12,Thursday,429
3908,2014/6/13,Friday,690
3909,2014/6/16,Monday,797
3910,2014/6/17,Tuesday,226
3911,2014/6/18,Wednesday,84
3912,2014/6/19,Thursday,568
3913,2014/6/20,Friday,644
3914,2014/6/23,Monday,338
3915,2014/6/24,Tuesday,955
3916,2014/6/25,Wednesday,732
3917,2014/6/26,Thursday,101
3918,2014/6/27,Friday,785
3919,2014/6/30,Monday,92
3920,2014/7/1,Tuesday,571
3921,2014/7/2,Wednesday,953
3922,2014/7/3,Thursday,307
3923,2014/7/4,Friday,583
3924,2014/7/7,Monday,76
3925,2014/7/8,Tuesday,856
3926,2014/7/9,Wednesday,389
3927,2014/7/10,Thursday,647
3928,2014/7/11,Friday,398
3929,2014/7/14,Monday,61
3930,2014/7/15,Tuesday,495
3931,2014/7/16,Wednesday,239
3932,2014/7/17,Thursday,621
3933,2014/7/18,Friday,790
3934,2014/7/21,Monday,954
3935,2014/7/22,Tuesday,197
3936,2014/7/23,Wednesday,59
3937,2014/7/24,Thursday,70
3938,2014/7/25,Friday,498
3939,2014/7/28,Monday,190
3940,2014/7/29,Tuesday,234
3941,2014/7/30,Wednesday,392
3942,2014/7/31,Thursday,649
3943,2014/8/1,Friday,940
3944,2014/8/4,Monday,764
3945,2014/8/5,Tuesday,955
3946,2014/8/6,Wednesday,933
3947,2014/8/7,Thursday,857
3948,2014/8/8,Friday,31
3949,2014/8/11,Monday,793
3950,2014/8/12,Tuesday,448
3951,2014/8/13,Wednesday,528
3952,2014/8/14,Thursday,371
3953,2014/8/15,Friday,122
3954,2014/8/18,Monday,425
3955,2014/8/19,Tuesday,701
3956,2014/8/20,Wednesday,852
3957,2014/8/21,Thursday,59
3958,2014/8/22,Friday,685
3959,2014/8/25,Monday,105
3960,2014/8/26,Tuesday,958
3961,2014/8/27,Wednesday,314
3962,2014/8/28,Thursday,376
3963,2014/8/29,Friday,653
3964,2014/9/1,Monday,151
3965,2014/9/2,Tuesday,721
3966,2014/9/3,Wednesday,58
3967,2014/9/4,Thursday,586
3968,2014/9/5,Friday,621
3969,2014/9/8,Monday,802
3970,2014/9/9,Tuesday,983
3971,2014/9/10,Wednesday,816
3972,2014/9/11,Thursday,644
3973,2014/9/12,Friday,249
3974,2014/9/15,Monday,509
3975,2014/9/16,Tuesday,289
3976,2014/9/17,Wednesday,927
3977,2014/9/18,Thursday,498
3978,2014/9/19,Friday,181
3979,2014/9/22,Monday,174
3980,2014/9/23,Tuesday,468
3981,2014/9/24,Wednesday,697
3982,2014/9/25,Thursday,113
3983,2014/9/26,Friday,517
3984,2014/9/29,Monday,786
3985,2014/9/30,Tuesday,66
3986,2014/10/1,Wednesday,354
3987,2014/10/2,Thursday,45
3988,2014/10/3,Friday,745
3989,2014/10/6,Monday,65
3990,2014/10/7,Tuesday,890
3991,2014/10/8,Wednesday,148
3992,2014/10/9,Thursday,178
3993,2014/10/10,Friday,782
3994,2014/10/13,Monday,509
3995,2014/10/14,Tuesday,369
3996,2014/10/15,Wednesday,893
3997,2014/10/16,Thursday,963
3998,2014/10/17,Friday,908
3999,2014/10/20,Monday,717
4000,2014/10/21,Tuesday,404
4001,2014/10/22,Wednesday,373
4002,2014/10/23,Thursday,336
4003,2014/10/24,Friday,799
4004,2014/10/27,Monday,444
4005,2014/10/28,Tuesday,260
4006,2014/10/29,Wednesday,9
4007,2014/10/30,Thursday,274
4008,2014/10/31,Friday,885
4009,2014/11/3,Monday,40
4010,2014/11/4,Tuesday,832
4011,2014/11/5,Wednesday,861
4012,2014/11/6,Thursday,551
4013,2014/11/7,Friday,866
4014,2014/11/10,Monday,611
4015,2014/11/11,Tuesday,181
4016,2014/11/12,Wednesday,112
4017,2014/11/13,Thursday,277
4018,2014/11/14,Friday,194
4019,2014/11/17,Monday,335
4020,2014/11/18,Tuesday,618
4021,2014/11/19,Wednesday,95
4022,2014/11/20,Thursday,536
4023,2014/11/21,Friday,426
4024,2014/11/24,Monday,0
4025,2014/11/25,Tuesday,303
4026,2014/11/26,Wednesday,372
4027,2014/11/27,Thursday,384
4028,2014/11/28,Friday,990
4029,2014/12/1,Monday,913
4030,2014/12/2,Tuesday,725
4031,2014/12/3,Wednesday,76
4032,2014/12/4,Thursday,916
4033,2014/12/5,Friday,384
4034,2014/12/8,Monday,900
4035,2014/12/9,Tuesday,312
4036,2014/12/10,Wednesday,501
4037,2014/12/11,Thursday,840
4038,2014/12/12,Friday,410
4039,2014/12/15,Monday,511
4040,2014/12/16,Tuesday,889
4041,2014/12/17,Wednesday,235
4042,2014/12/18,Thursday,983
4043,2014/12/19,Friday,929
4044,2014/12/22,Monday,853
4045,2014/12/23,Tuesday,330
4046,2014/12/24,Wednesday,516
4047,2014/12/25,Thursday,728
4048,2014/12/26,Friday,167
4049,2014/12/29,Monday,537
4050,2014/12/30,Tuesday,642
4051,2015/1/5,Monday,25
4052,2015/1/6,Tuesday,202
4053,2015/1/7,Wednesday,826
4054,2015/1/8,Thursday,211
4055,2015/1/9,Friday,31
4056,2015/1/12,Monday,763
4057,2015/1/13,Tuesday,836
4058,2015/1/14,Wednesday,271
4059,2015/1/15,Thursday,765
4060,2015/1/16,Friday,48
4061,2015/1/19,Monday,222
4062,2015/1/20,Tuesday,597
4063,2015/1/21,Wednesday,772
4064,2015/1/22,Thursday,849
4065,2015/1/23,Friday,432
4066,2015/1/26,Monday,996
4067,2015/1/27,Tuesday,722
4068,2015/1/28,Wednesday,740
4069,2015/1/29,Thursday,809
4070,2015/1/30,Friday,355
4071,2015/2/2,Monday,192
4072,2015/2/3,Tuesday,250
4073,2015/2/4,Wednesday,365
4074,2015/2/5,Thursday,690
4075,2015/2/6,Friday,201
4076,2015/2/9,Monday,377
4077,2015/2/10,Tuesday,583
4078,2015/2/11,Wednesday,266
4079,2015/2/12,Thursday,349
4080,2015/2/13,Friday,539
4081,2015/2/16,Monday,202
4082,2015/2/17,Tuesday,845
4083,2015/2/18,Wednesday,682
4084,2015/2/19,Thursday,521
4085,2015/2/20,Friday,829
4086,2015/2/23,Monday,618
4087,2015/2/24,Tuesday,904
4088,2015/2/25,Wednesday,824
4089,2015/2/26,Thursday,574
4090,2015/2/27,Friday,311
4091,2015/3/2,Monday,161
4092,2015/3/3,Tuesday,462
4093,2015/3/4,Wednesday,227
4094,2015/3/5,Thursday,751
4095,2015/3/6,Friday,526
4096,2015/3/9,Monday,862
4097,2015/3/10,Tuesday,100
4098,2015/3/11,Wednesday,623
4099,2015/3/12,Thursday,553
4100,2015/3/13,Friday,302
4101,2015/3/16,Monday,813
4102,2015/3/17,Tuesday,607
4103,2015/3/18,Wednesday,944
4104,2015/3/19,Thursday,339
4105,2015/3/20,Friday,663
4106,2015/3/23,Monday,11
4107,2015/3/24,Tuesday,245
4108,2015/3/25,Wednesday,427
4109,2015/3/26,Thursday,908
4110,2015/3/27,Friday,928
4111,2015/3/30,Monday,187
4112,2015/3/31,Tuesday,7
4113,2015/4/1,Wednesday,336
4114,2015/4/2,Thursday,677
4115,2015/4/3,Friday,845
4116,2015/4/6,Monday,159
4117,2015/4/7,Tuesday,589
4118,2015/4/8,Wednesday,521
4119,2015/4/9,Thursday,988
4120,2015/4/10,Friday,658
4121,2015/4/13,Monday,507
4122,2015/4/14,Tuesday,986
4123,2015/4/15,Wednesday,675
4124,2015/4/16,Thursday,9
4125,2015/4/17,Friday,348
4126,2015/4/20,Monday,164
4127,2015/4/21,Tuesday,222
4128,2015/4/22,Wednesday,220
4129,2015/4/23,Thursday,81
4130,2015/4/24,Friday,153
4131,2015/4/27,Monday,190
4132,2015/4/28,Tuesday,450
4133,2015/4/29,Wednesday,899
4134,2015/4/30,Thursday,242
4135,2015/5/1,Friday,897
4136,2015/5/4,Monday,636
4137,2015/5/5,Tuesday,856
4138,2015/5/6,Wednesday,906
4139,2015/5/7,Thursday,905
4140,2015/5/8,Friday,440
4141,2015/5/11,Monday,356
4142,2015/5/12,Tuesday,800
4143,2015/5/13,Wednesday,595
4144,2015/5/14,Thursday,361
4145,2015/5/15,Friday,735
4146,2015/5/18,Monday,991
4147,2015/5/19,Tuesday,433
4148,2015/5/20,Wednesday,576
4149,2015/5/21,Thursday,934
4150,2015/5/22,Friday,977
4151,2015/5/25,Monday,362
4152,2015/5/26,Tuesday,166
4153,2015/5/27,Wednesday,309
4154,2015/5/28,Thursday,384
4155,2015/5/29,Friday,778
4156,2015/6/1,Monday,465
4157,2015/6/2,Tuesday,641
4158,2015/6/3,Wednesday,537
4159,2015/6/4,Thursday,858
4160,2015/6/5,Friday,191
4161,2015/6/8,Monday,81
4162,2015/6/9,Tuesday,240
4163,2015/6/10,Wednesday,455
4164,2015/6/11,Thursday,402
4165,2015/6/12,Friday,549
4166,2015/6/15,Monday,690
4167,2015/6/16,Tuesday,589
4168,2015/6/17,Wednesday,451
4169,2015/6/18,Thursday,313
4170,2015/6/19,Friday,258
4171,2015/6/22,Monday,880
4172,2015/6/23,Tuesday,454
4173,2015/6/24,Wednesday,691
4174,2015/6/25,Thursday,885
4175,2015/6/26,Friday,86
4176,2015/6/29,Monday,319
4177,2015/6/30,Tuesday,686
4178,2015/7/1,Wednesday,470
4179,2015/7/2,Thursday,516
4180,2015/7/3,Friday,447
4181,2015/7/6,Monday,174
4182,2015/7/7,Tuesday,97
4183,2015/7/8,Wednesday,583
4184,2015/7/9,Thursday,590
4185,2015/7/10,Friday,818
4186,2015/7/13,Monday,721
4187,2015/7/14,Tuesday,279
4188,2015/7/15,Wednesday,23
